	gene	locus_tag	product	protein_id	EC_number
1939	gnd	SMc04262	Probable 6-phosphogluconate dehydrogenase 	CAC46511.1	1.1.1.44
1940	NA	SMc04263	Probable sodium/alanine symporter	CAC46512.1	NA
1941	NA	SMc04264	Putative transcriptional regulator	CAC46513.1	NA
1942	NA	SMc04265	Conserved hypothetical protein	CAC46514.1	NA
1943	NA	SMc04266	Conserved hypothetical protein	CAC46515.1	NA
1944	lpxXL	SMc04268	LpxXL C28-acyltransferase	CAC46516.1	2.3.1.-
1945	adhA2	SMc04270	Probable alcohol dehydrogenase	CAC46517.1	1.1.1.1
1946	NA	SMc04273	Putative 3-oxoacyl-acyl-carrier-protein 	CAC46518.1	2.3.1.41
1947	fabF2	SMc04275	Probable 3-oxoacyl-ACP synthase II	CAC46519.1	2.3.1.41
1948	NA	SMc04277	Putative (3R)-hydroxymyristoyl-[acyl carrier] 	CAC46520.1	4.2.1.-
1949	acpXL	SMc04278	Acyl carrier protein, involved in the transfer 	CAC46521.1	NA
1950	cobD	SMc04279	Probable cobalamin biosynthesis transmembrane 	CAC46522.1	NA
1951	cobC	SMc04281	Probable threonine-phosphate decarboxylase	CAC46523.1	4.1.1.81
1952	cobB	SMc04282	Probable cobyrinic acid A,C-diamide synthase	CAC46524.1	NA
1953	cobA	SMc04284	Probable uroporphyrin-III C-methyltransferase	CAC46525.1	2.1.1.107
1954	cobE	SMc04285	Probable cobalamin biosynthesis protein	CAC46526.1	NA
1955	NA	SMc04286	Hypothetical transmembrane protein	CAC46527.1	NA
1956	NA	SMc04288	Putative peptide transport ATP-binding ABC 	CAC46528.1	NA
1957	NA	SMc04290	Probable amidase	CAC46529.1	3.5.1.-
1958	NA	SMc04293	Putative peptide-binding periplasmic ABC 	CAC46530.1	NA
1959	NA	SMc04294	Putative peptide ABC transporter	CAC46531.1	NA
1960	NA	SMc04295	Putative oligopeptide ABC transporter	CAC46532.1	NA
1961	NA	SMc04297	Putative response regulator	CAC46533.1	NA
1962	NA	SMc04301	Negative regulator	CAC46534.1	NA
1963	cobO	SMc04302	Probable Cob(I)alamin adenosyltransferase	CAC46535.1	2.5.1.17
1964	cobN	SMc04303	Probable Aerobic cobaltochelatase CobN subunit	CAC46536.1	6.6.1.2
1965	cobW	SMc04304	Probable cobalamine biosynthesis protein	CAC46537.1	NA
1966	cobP	SMc04305	Bifunctional adenosylcobalamin biosynthesis 	CAC46538.1	unknown EC_number
1967	NA	SMc04306	Hypothetical protein	CAC46539.1	NA
1968	cyaD2	SMc04307	Adenylate/guanylate cyclase transmembrane 	CAC46540.1	4.6.1.1
1969	NA	SMc04308	Oxidoreductase	CAC46541.1	1.-.-.-
1970	cobQ	SMc04309	Probable cobyric acid synthase	CAC46542.1	NA
1971	NA	SMc04310	Hypothetical protein	CAC46543.1	NA
1972	NA	SMc04311	ABC transporter, substrate binding protein	CAC46544.1	NA
1973	NA	SMc04439	Putative ABC-transporter ATP-binding protein	CAC46545.1	NA
1974	NA	SMc04312	Hypothetical protein	CAC46546.2	NA
1975	NA	SMc04313	Hypothetical protein	CAC46547.1	NA
1976	NA	SMc04314	Hypothetical protein	CAC46548.1	NA
1977	NA	SMc04315	Transcription regulator LysR family	CAC46549.1	NA
1978	bmt	SMc04325	Betaine-homocysteine methyltransferase	CAC46550.1	2.1.1.5
1979	NA	SMc04326	Putative aminotransferase	CAC46551.1	2.6.1.-
1980	NA	SMc04327	Conserved hypothetical protein	CAC46552.1	NA
1981	NA	SMc04328	Hypothetical protein signal peptide	CAC46553.1	NA
1982	NA	SMc04329	Hypothetical protein	CAC46554.1	NA
1983	mttB	SMc04330	Putative trimethylamine methyltransferase	CAC46555.1	NA
1984	mtbC	SMc04331	Putative dimethylamine corrinoid protein	CAC46556.1	NA
1985	ecnB	SMc04332	Putative entericidin B signal peptide protein	CAC46557.1	NA
1986	NA	SMc04333	Conserved hypothetical protein	CAC46558.1	NA
1987	NA	SMc04334	Putative formyltransferase	CAC46559.1	2.1.2.-
1988	ecnA	SMc05020	Putative entericidin A precursor	CAQ52377.1	NA
1989	NA	SMc04335	Hypothetical lipoprotein transmembrane	CAC46560.1	NA
1990	NA	SMc04336	Hypothetical transmembrane signal peptide 	CAC46561.1	NA
1991	NA	SMc04337	Conserved hypothetical protein	CAC46562.1	NA
1992	NA	SMc04339	Hypothetical protein	CAC46563.1	NA
1993	NA	SMc04340	Oxidoreductase	CAC46564.1	1.-.-.-
1994	NA	SMc04342	Methyltransferase	CAC46565.1	NA
1995	NA	SMc04345	Hypothetical protein	CAC46566.1	NA
1996	NA	SMc04347	Conserved hypothetical protein	CAC46567.1	NA
1997	NA	SMc04552	Putative O-phosphotransferase	CAC46568.1	2.7.1.-
1998	NA	SMc04161	Conserved hypothetical protein	CAC46569.1	NA
1999	NA	SMc04162	Putative transcription regulator	CAC46570.1	NA
2000	NA	SMc04163	Transcription regulator lysR family	CAC46571.1	NA
2001	NA	SMc04164	Hypothetical protein	CAC46572.1	NA
2002	NA	SMc04165	Oxidoreductase	CAC46573.1	1.-.-.-
2003	NA	SMc04166	Conserved hypothetical protein	CAC46574.1	NA
2004	NA	SMc04167	Cation transporter	CAC46575.1	NA
2005	NA	SMc04168	Conserved hypothetical protein	CAC46576.2	NA
2006	NA	SMc04169	Transcription regulator AraC family	CAC46577.1	NA
2007	NA	SMc04170	Two 2-component receiver domain-containing 	CAC46578.1	NA
2008	NA	SMc04171	Hemolysin-type calcium-binding protein	CAC46579.1	NA
2009	cyaH	SMc04172	Adenylate/guanylate cyclase	CAC46580.1	4.6.1.1
2010	NA	SMc04173	Conserved hypothetical protein	CAC46581.1	NA
2011	NA	SMc04174	Hypothetical signal peptide protein	CAC46582.1	NA
2012	NA	SMc04664	Hypothetical transmembrane protein	CAC46583.1	NA
2013	NA	SMc04176	Mechanosensitive ion channel family protein	CAC46584.1	NA
2014	NA	SMc04177	Hypothetical protein	CAC46585.1	NA
2015	NA	SMc04178	Conserved hypothetical protein	CAC46586.1	NA
2016	NA	SMc04179	Putative transmembrane protein	CAC46587.1	NA
2017	NA	SMc04180	Hypothetical transmembrane protein	CAC46588.1	NA
2018	NA	SMc04181	Hypothetical transmembrane protein	CAC46589.1	NA
2019	NA	SMc04182	Hypothetical transmembrane protein	CAC46590.1	NA
2020	NA	SMc04551	Hypothetical transmembrane protein	CAC46591.1	NA
2021	NA	SMc04185	Putative glycosyltransferase	CAC46592.1	NA
2022	NA	SMc04184	Hypothetical transmembrane protein	CAC46593.1	NA
2023	NA	SMc04186	Hypothetical protein	CAC46594.1	NA
2024	NA	SMc04187	DNA packaging protein GP2	CAC46595.1	NA
2025	NA	SMc04188	Conserved hypothetical protein	CAC46596.1	NA
2026	NA	SMc04189	Hypothetical transmembrane protein	CAC46597.1	NA
2027	NA	SMc04190	Hypothetical protein signal peptide	CAC46598.1	NA
2028	NA	SMc04553	Hypothetical protein	CAC46599.1	NA
2029	NA	SMc04379	Putative transmembrane protein	CAC46600.1	NA
2030	TRm3	SMc04195	Transposase for insertion sequence element 	CAC46601.1	NA
2031	NA	SMc04440	Hypothetical protein	CAC46602.1	NA
2032	NA	SMc04196	Hypothetical protein	CAC46603.1	NA
2033	NA	SMc04197	Hypothetical protein	CAC46604.1	NA
2034	NA	SMc04198	Phage-related repressor protein C	CAC46605.2	NA
2035	NA	SMc04199	Hypothetical protein	CAC46606.1	NA
2036	NA	SMc04200	Hypothetical signal peptide protein	CAC46607.1	NA
2037	NA	SMc04201	Hypothetical protein signal peptide	CAC46608.1	NA
2038	NA	SMc04202	Hypothetical transmembrane protein	CAC46609.1	NA
2039	fecI	SMc04203	Putative RNA polymerase sigma factor FecI 	CAC46610.1	NA
2040	fecR	SMc04204	Putative iron transport regulator transmembrane 	CAC46611.1	NA
2041	NA	SMc04205	Putative iron/heme transport protein	CAC46612.1	NA
2042	NA	SMc04206	Putative hemolysin-type calcium-binding protein	CAC46613.1	NA
2043	rspD	SMc04207	Rhizobiocin secretion protein	CAC46614.1	NA
2044	rspE	SMc04208	Rhizobiocin secretion protein RspE	CAC46615.1	NA
2045	NA	SMc04209	Hypothetical protein	CAC46616.1	NA
2046	lpsS	SMc04267	LPS sulfotransferase	CAC46617.1	NA
2047	NA	SMc04441	Hypothetical protein	CAC46618.1	NA
2048	tRNA-LYS_CTT	SMc04364	Hypothetical protein	CAC46619.1	NA
2049	NA	SMc04271	Conserved hypothetical protein	CAC46620.1	NA
2050	NA	SMc04272	Conserved hypothetical protein	CAC46621.1	NA
2051	NA	SMc04274	Conserved hypothetical protein	CAC46622.1	NA
2052	NA	SMc04276	Hypothetical signal peptide protein	CAC46623.1	NA
2053	NA	SMc04280	Hypothetical signal peptide protein	CAC46624.1	NA
2054	NA	SMc04283	Transport protein trap-T family	CAC46625.1	NA
2055	NA	SMc04287	Transport protein permease	CAC46626.1	NA
2056	NA	SMc04289	Solute-binding protein	CAC46627.2	NA
2057	NA	SMc04291	Putative L-sorbosone dehydrogenase (sndh) 	CAC46628.1	1.1.1.-
2058	cyaF3	SMc04292	Probable adenylate/guanylate cyclase	CAC46629.1	NA
2059	ftsZ2	SMc04296	Cell division protein ftsz	CAC46630.1	NA
2060	NA	SMc04298	Hypothetical protein	CAC46631.1	NA
2061	NA	SMc04299	Hypothetical protein	CAC46632.1	NA
2062	NA	SMc04300	ABC transport protein, ATP-binding component	CAC46633.1	NA
2063	NA	SMc04316	Transport system permease	CAC46634.1	NA
2064	NA	SMc04317	Solute-binding periplasmic protein precursor	CAC46635.1	NA
2065	cspA1	SMc04318	Cold shock transcriptional regulator	CAC46636.1	NA
2066	NA	SMc04319	Putative cold shock protein	CAC46637.1	NA
2067	rpsU1	SMc04320	30S ribosomal protein S21	CAC46638.1	NA
2068	gst10	SMc04321	Putative glutathione S-transferase	CAC46639.1	2.5.1.18
2069	mocA	SMc04322	Putative oxidoreductase	CAC46640.1	NA
2070	NA	SMc04323	Probable aminotransferase	CAC46641.1	2.6.1.-
2071	NA	SMc04324	Hypothetical protein	CAC46642.2	NA
2072	NA	SMc04338	Hypothetical transmembrane protein	CAC46643.1	NA
2073	NA	SMc04341	Periplasmic substrate-binding protein	CAC46644.1	NA
2074	cyaJ	SMc04665	Putative adenylate/guanylate cyclase 	CAC46645.1	4.6.1.1
2075	NA	SMc04344	Hypothetical signal peptide protein	CAC46646.1	NA
2076	ilvC	SMc04346	Ketol-acid reductoisomerase	CAC46647.1	1.1.1.86
2077	NA	SMc04348	Transcription regulator, TetR family	CAC46648.1	NA
2078	macA	SMc04350	Membrane-fusion protein	CAC46649.1	NA
2079	macB	SMc04351	Probable macrolide export ATP-binding/permease 	CAC46650.1	NA
2080	NA	SMc04352	Conserved hypothetical signal peptide protein	CAC46651.1	NA
2081	NA	SMc04357	Putative glycine-rich protein	CAC46652.1	NA
2082	NA	SMc04359	Hypothetical transmembrane protein	CAC46653.1	NA
2083	NA	SMc04360	Hypothetical protein	CAC46654.1	NA
2084	NA	SMc04361	Putative hydantoin racemase	CAC46655.1	5.1.99.-
2085	NA	SMc04362	Putative transport protein	CAC46656.1	NA
2086	NA	SMc04363	Hypothetical protein	CAC46657.1	NA
2087	ndh	SMc04452	Putative NADH dehydrogenase transmembrane 	CAC46658.1	1.6.99.3
2088	NA	SMc01403	Transcription regulator, AsnC family	CAC46659.1	NA
2089	NA	SMc01404	Putative aspartate racemase	CAC46660.1	5.1.1.-
2090	NA	SMc01493	Conserved hypothetical protein	CAC46661.1	NA
2091	NA	SMc01405	Conserved hypothetical protein	CAC46662.1	NA
2092	NA	SMc01488	Hypothetical transmembrane protein	CAC46663.2	NA
2093	NA	SMc01406	Transcription regulator GntR family	CAC46664.1	NA
2094	pdxJ	SMc01407	Probable pyridoxal phosphate biosynthetic 	CAC46665.1	NA
2095	NA	SMc01408	Conserved hypothetical protein	CAC46666.1	NA
2096	NA	SMc01409	Hypothetical protein	CAC46667.1	NA
2097	NA	SMc01410	Putative lipoprotein transmembrane	CAC46668.1	NA
2098	NA	SMc01489	Hypothetical signal peptide protein	CAC46669.1	NA
2099	NA	SMc01490	Hypothetical protein	CAC46670.1	NA
2100	NA	SMc01411	Conserved hypothetical transmembrane protein	CAC46671.1	NA
2101	NA	SMc01412	Conserved hypothetical protein	CAC46672.1	NA
2102	NA	SMc01413	Conserved hypothetical protein	CAC46673.1	NA
2103	cyaI1	SMc01491	Adenylate/guanylate cyclase	CAC46674.1	NA
2104	suhR	SMc01492	RpoH suppressor	CAC46675.1	NA
2105	NA	SMc01414	Exodeoxyribonuclease V	CAC46676.1	3.1.11.5
2106	abrB	SMc01415	Putative transmembrane protein	CAC46677.1	NA
2107	NA	SMc01416	Conserved hypothetical protein	CAC46678.1	NA
2108	NA	SMc01417	Hypothetical protein	CAC46679.1	NA
2109	NA	SMc01418	Hypothetical signal peptide protein	CAC46680.1	NA
2110	rpoE1	SMc01419	Probable RNA polymerase sigma factor	CAC46681.1	NA
2111	NA	SMc01420	Transmembrane regulator (anti-sigma factor)	CAC46682.1	NA
2112	NA	SMc01421	Hypothetical protein	CAC46683.1	NA
2113	NA	SMc01422	Hypothetical protein	CAC46684.1	NA
2114	nthB	SMc01423	Probable nitrile hydratase subunit beta protein	CAC46685.1	4.2.1.84
2115	nthA	SMc01424	Probable nitrile hydratase subunit alpha 	CAC46686.1	4.2.1.84
2116	NA	SMc01425	Hypothetical transmembrane protein	CAC46687.1	NA
2117	NA	SMc01426	Conserved hypothetical protein	CAC46688.1	NA
2118	NA	SMc01427	Hypothetical protein	CAC46689.1	NA
2119	cspA2	SMc01428	Probable cold shock transcription regulator	CAC46690.1	NA
2120	NA	SMc01429	Putative oxidoreductase	CAC46691.1	1.1.1.-
2121	ilvH	SMc01430	Probable acetolactate synthase isozyme III small 	CAC46692.1	2.2.1.6
2122	ilvI	SMc01431	Probable acetolactate synthase isozyme III large 	CAC46693.1	2.2.1.6
2123	NA	SMc01432	Hypothetical protein	CAC46694.1	NA
2124	NA	SMc01433	Hypothetical protein	CAC46695.1	NA
2125	NA	SMc01434	Hypothetical protein	CAC46696.1	NA
2126	miaA	SMc01435	Probable tRNA delta2-isopentenylpyrophosphate 	CAC46697.1	2.5.1.8
2127	serB	SMc01494	Putative phosphoserine phosphatase	CAC46698.1	3.1.3.3
2128	NA	SMc01437	Putative acetyltransferase	CAC46699.1	NA
2129	degP2	SMc01438	Probable serine protease	CAC46700.1	3.4.21.-
2130	NA	SMc01439	Hypothetical protein	CAC46701.1	NA
2131	hflC	SMc01440	Putative hydrolase serine protease transmembrane 	CAC46702.1	3.4.-.-
2132	hflK	SMc01441	Putative membrane bound protease	CAC46703.1	NA
2133	folA	SMc01442	Probable dihydrofolate reductase	CAC46704.1	1.5.1.3
2134	gst6	SMc01443	Putative glutathione S-transferase	CAC46705.1	2.5.1.18
2135	thyA	SMc01444	Probable thymidylate synthase	CAC46706.1	2.1.1.45
2136	NA	SMc01445	Hypothetical protein	CAC46707.1	NA
2137	NA	SMc01446	Hypothetical protein	CAC46708.1	NA
2138	NA	SMc01447	Hypothetical protein	CAC46709.1	NA
2139	NA	SMc01448	Conserved hypothetical protein	CAC46710.1	NA
2140	ssrA	SMc04478	Conserved hypothetical protein	CAC46711.1	NA
2141	NA	SMc01450	Hypothetical protein	CAC46712.1	NA
2142	NA	SMc01451	Conserved hypothetical protein	CAC46713.1	NA
2143	NA	SMc04473	Conserved hypothetical protein	CAC46714.1	NA
2144	TRm22	SMc04490	Probable transposase	CAC46715.1	NA
2145	NA	SMc01454	Hypothetical protein	CAC46716.1	NA
2146	dld	SMc01455	Putative D-lactate dehydrogenase (cytochrome) 	CAC46717.1	1.1.2.4
2147	NA	SMc01456	Hypothetical protein	CAC46718.1	NA
2148	NA	SMc01457	Probable acriflavine resistance protein	CAC46719.1	NA
2149	NA	SMc01458	Probable secretion protein	CAC46720.1	NA
2150	NA	SMc01459	Hypothetical transmembrane protein	CAC46721.1	NA
2151	NA	SMc01460	Hypothetical protein	CAC46722.1	NA
2152	uvrD1	SMc04675	Probable DNA helicase II	CAC46723.1	3.6.1.-
2153	NA	SMc01462	Putative acetyltransferase	CAC46724.1	NA
2154	NA	SMc01463	Conserved hypothetical protein	CAC46725.1	NA
2155	NA	SMc01464	Diguanylate cyclase	CAC46726.1	NA
2156	creA	SMc01465	Putative CreA protein	CAC46727.1	NA
2157	NA	SMc04468	Hypothetical signal peptide protein	CAQ52378.1	NA
2158	TRm21	SMc01466	Putative transposase	CAC46728.1	NA
2159	NA	SMc01467	Conserved hypothetical protein	CAC46729.1	NA
2160	cheW2	SMc01468	Probable chemotaxis protein	CAC46730.2	NA
2161	mcpW	SMc01469	Probable methyl accepting chemotaxis 	CAC46731.1	NA
2162	NA	SMc01470	Hypothetical signal peptide protein	CAC46732.1	NA
2163	senC	SMc01471	Probable electron transport protein SCO1/SenC, 	CAC46733.1	NA
2164	prmA	SMc01472	Putative ribosomal protein L11 	CAC46734.1	2.1.1.-
2165	NA	SMc04453	Hypothetical protein	CAC46735.1	NA
2166	NA	SMc01885	Putative aminopeptidase P	CAC46736.1	NA
2167	NA	SMc01884	Hypothetical protein	CAC46737.1	NA
2168	NA	SMc01883	Hypothetical transmembrane protein	CAC46738.1	NA
2169	NA	SMc01882	Conserved hypothetical protein, inner membrane 	CAC46739.1	NA
2170	panB	SMc01881	Probable 3-methyl-2-oxobutanoate 	CAC46740.1	2.1.2.11
2171	panC	SMc01880	Probable pantoate--beta-alanine ligase	CAC46741.1	6.3.2.1
2172	NA	SMc01879	Conserved hypothetical protein	CAC46742.1	NA
2173	ligA	SMc01878	Probable DNA ligase	CAC46743.1	6.5.1.2
2174	recN	SMc01877	Probable DNA repair protein	CAC46744.1	NA
2175	NA	SMc01876	Hypothetical transmembrane protein	CAC46745.1	NA
2176	lpxC	SMc01875	Probable UDP-3-O-3-hydroxymyristoyl 	CAC46746.1	3.5.1.-
2177	ftsZ1	SMc01874	Cell division protein	CAC46747.1	NA
2178	ftsA	SMc01873	Cell division protein	CAC46748.1	NA
2179	ftsQ	SMc01872	Cell division transmembrane protein	CAC46749.1	NA
2180	ddlB	SMc01871	Probable D-alanine--D-alanine ligase B	CAC46750.1	6.3.2.4
2181	aqpZ1	SMc01870	Probable aquaporin Z (bacterial nodulin-like 	CAC46751.1	NA
2182	NA	SMc01869	Probable MFS permease	CAC46752.1	NA
2183	murB	SMc01868	Probable UDP-N-acetylenolpyruvoylglucosamine 	CAC46753.1	1.1.1.158
2184	murC	SMc01867	Probable UDP-N-acetylmuramate--alanine ligase	CAC46754.1	6.3.2.8
2185	murG	SMc01866	UDP-N-acetylglucosamine--N-acetylmuramyl- 	CAC46755.1	2.4.1.227
2186	ftsW	SMc01865	Probable cell division protein FtsW 	CAC46756.1	NA
2187	murD	SMc01864	Probable 	CAC46757.1	6.3.2.9
2188	mraY	SMc01863	Probable phospho-N-acetylmuramoyl-pentapeptide 	CAC46758.1	2.7.8.13
2189	murF	SMc01862	Probable 	CAC46759.1	6.3.2.10
2190	murE	SMc01861	Probable udp-N-acetylmuramoylalanyl 	CAC46760.1	6.3.2.13
2191	ftsI	SMc01860	Probable peptidoglycan synthetase FtsI	CAC46761.1	2.4.1.129
2192	NA	SMc01859	Hypothetical transmembrane protein	CAC46762.1	NA
2193	mraW	SMc01858	Probable SAM-dependent methytransferase	CAC46763.1	2.1.1.-
2194	NA	SMc05022	Conserved hypothetical protein	CAC46764.1	NA
2195	NA	SMc01856	Putative sarcosine oxidase	CAC46765.1	1.5.3.1
2196	NA	SMc01855	Putative lysozyme	CAC46766.1	3.2.1.-
2197	NA	SMc01854	Probable N-acetylmuramoyl-L-alanine amidase	CAC46767.1	3.5.1.28
2198	djlA	SMc01853	DnaJ-like protein	CAC46768.1	NA
2199	pfp	SMc01852	Probable PPi-phosphofructokinase, 	CAC46769.1	2.7.1.90
2200	NA	SMc01851	Probable amino acid exporter	CAC46770.1	NA
2201	NA	SMc01850	Hypothetical protein	CAC46771.1	NA
2202	NA	SMc01849	Probable beta-lactamase	CAC46772.1	3.5.1.46
2203	btaA	SMc01848	Protein required for 	CAC46773.1	NA
2204	btaB	SMc01847	S-adenosylmethionine : 	CAC46774.1	2.1.1.-
2205	NA	SMc01846	Putative hydrolase glycosidase	CAC46775.1	NA
2206	mltB2	SMc01845	Membrane-bound lytic murein transglycosylase B	CAC46776.1	3.2.1.-
2207	NA	SMc01844	Hypothetical transmembrane protein	CAC46777.1	NA
2208	metF	SMc01843	Probable 5,10-methylenetetrahydrofolate 	CAC46778.1	1.5.1.20
2209	NA	SMc04587	Probable transcriptional regulator	CAC46779.1	NA
2210	NA	SMc04454	Putative ATP-binding ABC transporter	CAC46780.1	NA
2211	NA	SMc02819	Putative ribonuclease	CAC46781.1	3.1.27.6
2212	NA	SMc02818	Conserved hypothetical protein	CAC46782.1	NA
2213	NA	SMc02817	Hypothetical transmembrane protein	CAC46783.1	NA
2214	ilvG	SMc04455	Putative acetolactate synthase isozyme II large 	CAC46784.1	2.2.1.6
2215	NA	SMc01573	Conserved hypothetical protein	CAC46785.1	NA
2216	NA	SMc01574	Hypothetical protein	CAC46786.1	NA
2217	NA	SMc01575	Hypothetical protein	CAC46787.1	NA
2218	NA	SMc01576	Putative oxidoreductase	CAC46788.1	NA
2219	NA	SMc01579	Conserved hypothetical protein	CAC46789.1	NA
2220	NA	SMc01582	Putative alcohol dehydrogenase	CAC46790.1	1.1.1.-
2221	NA	SMc01588	Putative aldehyde dehydrogenase	CAC46791.1	1.2.1.3
2222	NA	SMc01594	Putative glutamine synthetase	CAC46792.1	6.3.1.2
2223	NA	SMc01597	Putative amino-acid permease	CAC46793.1	NA
2224	NA	SMc01600	Conserved hypothetical protein	CAC46794.1	NA
2225	NA	SMc01602	Conserved hypothetical protein	CAC46795.1	NA
2226	NA	SMc01605	Putative periplasmic binding ABC transporter	CAC46796.1	NA
2227	NA	SMc01606	Transport system permease	CAC46797.1	NA
2228	NA	SMc01607	Transport system permease	CAC46798.1	NA
2229	NA	SMc01608	Putative ATP-binding ABC transporter	CAC46799.1	NA
2230	ribH2	SMc01609	Putative 6,7-dimethyl-8-ribityllumazine 	CAC46800.1	2.5.1.9
2231	NA	SMc01610	Putative transcription regulator	CAC46801.1	NA
2232	fhuA1	SMc01672	Putative ferrichrome-iron receptor precursor 	CAC46802.1	NA
2233	TRm5	SMc04494	Transposase for insertion sequence element 	CAC46803.1	NA
2234	rpiB	SMc01613	Putative ribose 5-phosphate isomerase B	CAC46804.1	5.3.1.6
2235	tpiB	SMc01614	Triosephosphate isomerase	CAC46805.1	5.3.1.1
2236	NA	SMc01615	Transcription regulator DeoR family	CAC46806.1	NA
2237	eryC	SMc01616	Putative D-erythrulose-1-phosphate 	CAC46807.1	NA
2238	NA	SMc01617	Conserved hypothetical protein	CAC46808.1	NA
2239	NA	SMc01618	Sugar kinase	CAC46809.1	2.7.1.-
2240	NA	SMc01619	Oxidoreductase	CAC46810.1	1.-.-.-
2241	eryB	SMc01620	Putative erythritol phosphate dehydrogenase	CAC46811.1	1.1.99.5
2242	fucA1	SMc01621	Putative L-fuculose phosphate aldolase	CAC46812.1	4.1.2.17
2243	NA	SMc01622	Oxidoreductase	CAC46813.1	1.-.-.-
2244	eryA	SMc01623	Erythritol kinase	CAC46814.1	2.7.1.27
2245	NA	SMc01624	Putative polyol ABC transporter, ATP-binding 	CAC46815.1	NA
2246	NA	SMc01625	Putative polyol ABC transporter, ATP-binding 	CAC46816.1	NA
2247	NA	SMc01626	Putative polyol ABC transporter, permease 	CAC46817.1	NA
2248	NA	SMc01627	Putative polyol ABC transporter, permease 	CAC46818.1	NA
2249	NA	SMc01628	Putative polyol ABC transporter, periplasmic 	CAC46819.1	NA
2250	eryD	SMc01629	Ery operon transcriptional repressor, DeoR 	CAC46820.1	NA
2251	NA	SMc01630	Transcription regulator luxR family	CAC46821.1	NA
2252	NA	SMc01631	ABC transporter ATP-binding protein	CAC46822.1	NA
2253	NA	SMc01632	Substrate-binding periplasmic protein precursor	CAC46823.1	NA
2254	NA	SMc01633	Transport system permease	CAC46824.1	NA
2255	NA	SMc01634	Transport system permease	CAC46825.1	NA
2256	NA	SMc01635	Oxidoreductase	CAC46826.1	1.-.-.-
2257	NA	SMc01636	Transcription regulator AraC family	CAC46827.1	NA
2258	NA	SMc01637	Conserved hypothetical protein	CAC46828.1	NA
2259	NA	SMc01638	Putative hydroxyacyl-CoA dehydrogenase	CAC46829.1	NA
2260	NA	SMc01639	Putative acyl-CoA dehydrogenase	CAC46830.1	1.3.99.3
2261	NA	SMc01640	Acyl-CoA synthetase	CAC46831.1	6.2.1.-
2262	caiD	SMc01641	Carnitinyl-CoA dehydratase	CAC46832.1	4.2.1.-
2263	prbA	SMc01642	ABC transporter, periplasmic solute-binding 	CAC46833.2	NA
2264	prbB	SMc01643	PrbB ABC transporter permease, mediates the 	CAC46834.1	NA
